Country Name,Country Code,Series Name,Series Code,Series_type,2021 [YR2021],2022 [YR2022],2023 [YR2023],series_type,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
China,CHN,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.GG.Z1,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.GG,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.GG.CD,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.GG.Z1,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.GG.CD,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.GG.Z1,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.GG.CD,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.GG.Z1,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.GG.CD,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.GG.Z1,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.GG.CD,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.GG.CD,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.GG.Z1,General Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.NF.Z1,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.NF,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.NF.CD,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.NF.Z1,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.NF,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.NF.CD,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.NF.Z1,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.NF,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.NF.CD,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.NF.Z1,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.NF,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.NF.CD,Nonfinancial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Public Sector, All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.PS,Public Sector,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Public Sector, All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.PS,Public Sector,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.PS,Public Sector,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Public Sector, Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.PS,Public Sector,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.PS.CD,Total,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.PS.CD,Total,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.PS.CD,Total,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.PS.CD,Total,,,,,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.PS.CD,Total,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.BC.Z1,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.BC,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.BC.CD,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.BC.Z1,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.BC,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.BC.CD,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.BC.Z1,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.BC,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.BC.CD,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.BC.CD,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.BC,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.BC.Z1,Budgetary Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.CG.Z1,Central Gov,,,,,47.12368113,46.67553842,46.61091457,46.47794346,43.45399345,40.17580172,37.61281384,35.92981524,37.27316779,36.71928982,36.18571038,37.61727849
Germany,DEU,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.CG,Central Gov,,,,,1.62752E+12,1.65901E+12,1.68378E+12,1.70874E+12,1.63165E+12,1.53732E+12,1.46332E+12,1.42061E+12,1.49996E+12,1.4986E+12,1.49614E+12,1.57449E+12
Germany,DEU,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.CG.CD,Central Gov,,,,,1.90827E+12,1.97157E+12,1.94965E+12,1.93532E+12,1.8113E+12,1.59681E+12,1.42644E+12,1.51522E+12,1.6312E+12,1.62837E+12,1.58501E+12,1.73981E+12
Germany,DEU,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.CG.Z1,Central Gov,,,,,39.96182681,40.08521375,40.1873933,40.17541143,39.83197245,39.76210819,38.93643552,38.91939755,39.67864648,39.73846595,40.2595327,39.5504593
Germany,DEU,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.CG,Central Gov,,,,,1.38017E+12,1.42477E+12,1.45174E+12,1.47703E+12,1.49565E+12,1.52149E+12,1.51481E+12,1.53881E+12,1.59676E+12,1.62181E+12,1.66457E+12,1.6554E+12
Germany,DEU,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.CG.CD,Central Gov,,,,,1.61825E+12,1.6932E+12,1.68097E+12,1.67289E+12,1.66032E+12,1.58037E+12,1.47664E+12,1.6413E+12,1.73648E+12,1.76226E+12,1.76345E+12,1.82922E+12
Germany,DEU,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.CG.Z1,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.CG,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.CG.CD,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.CG.Z1,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.CG,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.CG.CD,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.CG.Z1,Central Gov,,,,,4.849405133,4.652712261,4.732622523,4.798867981,4.131208545,3.8594667,3.72701824,3.717629324,3.484842104,3.659760851,3.86813018,3.414049471
Germany,DEU,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.CG,Central Gov,,,,,1.67485E+11,1.65374E+11,1.70962E+11,1.76428E+11,1.55123E+11,1.47681E+11,1.44999E+11,1.46989E+11,1.40238E+11,1.49363E+11,1.59932E+11,1.42897E+11
Germany,DEU,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.CG.CD,Central Gov,,,,,1.96376E+11,1.9653E+11,1.97957E+11,1.99823E+11,1.72202E+11,1.53397E+11,1.41345E+11,1.56779E+11,1.52509E+11,1.62298E+11,1.69432E+11,1.57901E+11
Germany,DEU,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.CG.Z1,Central Gov,,,,,44.68864059,44.81188013,44.85198648,45.29823278,44.53789041,44.67461016,44.68126002,44.58745671,44.4422482,44.01336874,44.42607787,43.95311752
Germany,DEU,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.CG.CD,Central Gov,,,,,1.80966E+12,1.89285E+12,1.87608E+12,1.8862E+12,1.85648E+12,1.77562E+12,1.69451E+12,1.88033E+12,1.94495E+12,1.95184E+12,1.94595E+12,2.03285E+12
Germany,DEU,"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.CG.Z1,Central Gov,,,,,45.05229344,45.18743541,45.23552873,45.78892011,44.96352305,45.14783797,45.27130713,45.02547652,44.82337519,44.38930328,44.86439108,44.35655389
Germany,DEU,"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.CG.CD,Central Gov,,,,,1.82439E+12,1.90871E+12,1.89212E+12,1.90663E+12,1.87422E+12,1.79443E+12,1.71689E+12,1.8988E+12,1.96163E+12,1.96851E+12,1.96515E+12,2.05151E+12
Germany,DEU,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.CG.Z1,Central Gov,,,,,45.05229344,45.18743541,45.23552873,45.78892011,44.96352305,45.14783797,45.27130713,45.02547652,44.82337519,44.38930328,44.86439108,44.35655389
Germany,DEU,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.CG.CD,Central Gov,,,,,1.82439E+12,1.90871E+12,1.89212E+12,1.90663E+12,1.87422E+12,1.79443E+12,1.71689E+12,1.8988E+12,1.96163E+12,1.96851E+12,1.96515E+12,2.05151E+12
Germany,DEU,"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.CG.Z1,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.CG.CD,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.CG.Z1,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.CG.CD,Central Gov,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.FC.Z1,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.FC,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.FC.CD,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.FC.Z1,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.FC,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.FC.CD,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.FC.Z1,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.FC,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.FC.CD,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.FC.Z1,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.FC,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.FC.CD,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.FC.Z1,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.FC,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.FC.CD,Financial Public Corp,,,,,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.GG.Z1,General Gov,,,,,60.64654923,59.77799035,59.61945178,59.04421645,55.18037764,50.96720999,47.38060599,45.37152396,46.54256839,45.68972023,44.9034129,46.58919377
Germany,DEU,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.GG,General Gov,,,,,2.09456E+12,2.12472E+12,2.15371E+12,2.17074E+12,2.07197E+12,1.95025E+12,1.84333E+12,1.79392E+12,1.87298E+12,1.8647E+12,1.85658E+12,1.95001E+12
Germany,DEU,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.GG.CD,General Gov,,,,,2.45587E+12,2.52502E+12,2.49378E+12,2.45858E+12,2.30009E+12,2.02572E+12,1.79688E+12,1.9134E+12,2.03687E+12,2.02618E+12,1.96686E+12,2.15477E+12
Germany,DEU,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.GG.Z1,General Gov,,,,,52.92929812,52.69799784,52.7266338,52.38154373,51.8730767,51.55952922,50.04347927,49.80069205,50.36345747,50.1019527,50.50423699,49.56575426
Germany,DEU,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.GG,General Gov,,,,,1.82803E+12,1.87307E+12,1.90471E+12,1.92579E+12,1.94778E+12,1.97291E+12,1.94693E+12,1.96904E+12,2.02674E+12,2.04477E+12,2.08815E+12,2.0746E+12
Germany,DEU,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.GG.CD,General Gov,,,,,2.14336E+12,2.22596E+12,2.20546E+12,2.18115E+12,2.16223E+12,2.04926E+12,1.89787E+12,2.10018E+12,2.20408E+12,2.22185E+12,2.21219E+12,2.29243E+12
Germany,DEU,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.GG.Z1,General Gov,,,,,41.3879746,41.75060721,41.40461387,41.44809186,41.1485285,40.30191646,40.27401556,40.12457866,41.04565601,40.93599636,41.12196573,40.58803251
Germany,DEU,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.GG,General Gov,,,,,1.42942E+12,1.48396E+12,1.49571E+12,1.52382E+12,1.54509E+12,1.54214E+12,1.56685E+12,1.58647E+12,1.65177E+12,1.67069E+12,1.70023E+12,1.69883E+12
Germany,DEU,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.GG.CD,General Gov,,,,,1.676E+12,1.76354E+12,1.73188E+12,1.72588E+12,1.7152E+12,1.60182E+12,1.52737E+12,1.69212E+12,1.7963E+12,1.81537E+12,1.80123E+12,1.87721E+12
Germany,DEU,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.GG.Z1,General Gov,,,,,6.038678179,5.807696045,5.993311012,5.617995146,6.122239996,7.027922031,5.918251266,5.872967103,5.708412563,5.407802346,5.404127867,5.474586843
Germany,DEU,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.GG,General Gov,,,,,2.08559E+11,2.06426E+11,2.16504E+11,2.06543E+11,2.29884E+11,2.68921E+11,2.30248E+11,2.32208E+11,2.2972E+11,2.20704E+11,2.2344E+11,2.29142E+11
Germany,DEU,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.GG.CD,General Gov,,,,,2.44535E+11,2.45316E+11,2.50689E+11,2.33931E+11,2.55194E+11,2.79329E+11,2.24446E+11,2.47673E+11,2.4982E+11,2.39817E+11,2.36712E+11,2.53201E+11
Germany,DEU,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.GG.Z1,General Gov,,,,,5.502645335,5.139694584,5.328708926,5.315456723,4.602308207,4.229690731,3.851212443,3.803146289,3.609388893,3.758153994,3.978143389,3.503134908
Germany,DEU,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.GG,General Gov,,,,,1.90046E+11,1.82683E+11,1.92495E+11,1.95421E+11,1.72812E+11,1.61848E+11,1.49831E+11,1.50371E+11,1.4525E+11,1.53379E+11,1.64481E+11,1.46625E+11
Germany,DEU,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.GG.CD,General Gov,,,,,2.22829E+11,2.171E+11,2.2289E+11,2.21333E+11,1.91839E+11,1.68111E+11,1.46055E+11,1.60385E+11,1.57959E+11,1.66661E+11,1.74251E+11,1.62021E+11
Germany,DEU,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.GG.Z1,General Gov,,,,,68.43937375,67.89130211,67.7289991,67.58614169,66.28365636,65.98036994,65.1184172,64.5593112,64.16179385,63.221601,63.35788685,62.47425476
Germany,DEU,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.GG.CD,General Gov,,,,,2.77144E+12,2.86772E+12,2.83298E+12,2.81426E+12,2.76291E+12,2.62243E+12,2.46958E+12,2.72258E+12,2.80794E+12,2.80366E+12,2.77521E+12,2.88945E+12
Germany,DEU,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.GG.Z1,General Gov,,,,,68.8030266,68.26685738,68.11254136,68.07682902,66.709289,66.45359776,65.7084643,64.99733101,64.54292083,63.59753555,63.79620006,62.87769113
Germany,DEU,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.GG.CD,General Gov,,,,,2.78617E+12,2.88358E+12,2.84903E+12,2.83469E+12,2.78065E+12,2.64123E+12,2.49195E+12,2.74105E+12,2.82462E+12,2.82033E+12,2.7944E+12,2.90811E+12
Germany,DEU,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.GG.Z1,General Gov,,,,,68.8030266,68.26685738,68.11254136,68.07682902,66.709289,66.45359776,65.7084643,64.99733101,64.54292083,63.59753555,63.79620006,62.87769113
